rank,word,cefr_level_estimate,part_of_speech,vietnamese_meaning,example,example_vietnamese,ranking_basis,source_urls
1192,resonate,C1,verb,vang vọng,The noise of the bell resonated through the building.,Tiếng chuông vang vọng khắp tòa nhà.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1193,alignment,C1,noun,sự sắp xếp,The problem is happening because the wheels are out of alignment with each other.,Vấn đề xảy ra là do các bánh xe không thẳng hàng với nhau.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1194,alienate,C1,verb,xa lánh,The lecturer used the term “alienate” while explaining the procedure.,Giảng viên đã dùng từ “xa lánh” khi giải thích quy trình.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1195,confinement,C1,noun,sự giam cầm,The lecturer explained why confinement was important to the topic.,Giảng viên giải thích tại sao sự giam cầm lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1196,minutiae,C1,noun,chi tiết vụn vặt,The lecturer explained why minutiae was important to the topic.,Giảng viên giải thích tại sao chi tiết vụn vặt lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1197,inexplicable,C1,adjective,không thể giải thích được,The speaker described the situation as inexplicable.,Người nói mô tả tình huống này là không thể giải thích được.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1198,readable,C1,adjective,có thể đọc được,The speaker described the situation as readable.,Người nói mô tả tình huống này là có thể đọc được.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1199,cleverness,C1,noun,sự thông minh,The lecturer explained why cleverness was important to the topic.,Giảng viên giải thích tại sao sự thông minh lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1200,persecute,C1,verb,bắt bớ,The lecturer used the term “persecute” while explaining the procedure.,Giảng viên đã dùng từ “bắt bớ” khi giải thích quy trình.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1201,persecution,C1,noun,sự đàn áp,The lecturer explained why persecution was important to the topic.,Giảng viên giải thích tại sao sự đàn áp lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1202,ferocious,C1,adjective,hung dữ,The speaker described the situation as ferocious.,Người nói mô tả tình huống này là hung dữ.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1203,hostility,C1,noun,sự thù địch,The lecturer explained why hostility was important to the topic.,Giảng viên giải thích tại sao sự thù địch lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1204,methodical,C1,adjective,có phương pháp,The speaker described the situation as methodical.,Người nói mô tả tình huống này là có phương pháp.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1205,ruthless,C1,adjective,tàn nhẫn,Some people believe that to succeed in this world you have to be ruthless.,Một số người tin rằng để thành công trong thế giới này bạn phải tàn nhẫn.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1206,ruthlessness,C1,noun,sự tàn nhẫn,The lecturer explained why ruthlessness was important to the topic.,Giảng viên giải thích tại sao sự tàn nhẫn lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1207,talkative,C1,adjective,nói nhiều,He's very talkative,Anh ấy rất hay nói,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1208,privileged,C1,adjective,đặc quyền,The speaker described the situation as privileged.,Người nói mô tả tình huống này là đặc quyền.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1209,crumble,C1,verb,vỡ vụn,The lecturer used the term “crumble” while explaining the procedure.,Giảng viên đã dùng từ “vỡ vụn” khi giải thích quy trình.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1210,closeness,C1,noun,sự gần gũi,The lecturer explained why closeness was important to the topic.,Giảng viên giải thích tại sao sự gần gũi lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1211,rarity,C1,noun,sự hiếm có,The lecturer explained why rarity was important to the topic.,Giảng viên giải thích tại sao sự hiếm có lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1212,repellant,C1,noun,chất chống thấm,The lecturer explained why repellant was important to the topic.,Giảng viên giải thích tại sao chất chống thấm lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1213,aquarium,C1,noun,bể cá,Visitors can discover over 40000 creatures in the aquarium,Du khách có thể khám phá hơn 40000 sinh vật trong thủy cung,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1214,flashback,C1,noun,hồi tưởng,The lecturer explained why flashback was important to the topic.,Giảng viên giải thích tại sao hồi tưởng lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1215,agonize,C1,verb,làm khổ sở,The lecturer used the term “agonize” while explaining the procedure.,Giảng viên đã dùng từ “làm khổ sở” khi giải thích quy trình.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1216,citation,C1,noun,trích dẫn,All citations are taken from the book of Tang and Pierce,Tất cả các trích dẫn được lấy từ cuốn sách của Tang và Pierce,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1217,ecstasy,C1,noun,thuốc lắc,The lecturer explained why ecstasy was important to the topic.,Giảng viên giải thích tại sao thuốc lắc lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1218,ecstatic,C1,adjective,ngây ngất,The speaker described the situation as ecstatic.,Người nói mô tả tình huống này là ngây ngất.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1219,pleasurable,C1,adjective,dễ chịu,The speaker described the situation as pleasurable.,Người nói mô tả tình huống này là dễ chịu.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
1220,elitist,C1,noun,người theo chủ nghĩa tinh hoa,The lecturer explained why elitist was important to the topic.,Giảng viên giải thích tại sao người theo chủ nghĩa tinh hoa lại quan trọng đối với chủ đề này.,C1 quota; CEFR-J/Octanove level + corpus frequency + IELTS Listening relevance,https://github.com/openlanguageprofiles/olp-en-cefrj|https://github.com/yenthanh132/avdict-database-sqlite-converter|https://github.com/filiph/english_words
